altitude,temp,N2,O2,O,He,H,Ar,N
17000,210.9311371,2.267030339e+24,6.079209537e+23,0.000000000e+00,1.509714677e+19,0.000000000e+00,2.709357429e+22,0.000000000e+00
18000,209.9571228,1.938006718e+24,5.196908614e+23,0.000000000e+00,1.290603450e+19,0.000000000e+00,2.316137112e+22,0.000000000e+00
19000,209.0951843,1.654765033e+24,4.437375096e+23,0.000000000e+00,1.101980471e+19,0.000000000e+00,1.977631252e+22,0.000000000e+00
20000,208.5185852,1.410275490e+24,3.781757995e+23,0.000000000e+00,9.391641296e+18,0.000000000e+00,1.685438609e+22,0.000000000e+00
21000,208.3608551,1.199220671e+24,3.215798917e+23,0.000000000e+00,7.986135033e+18,0.000000000e+00,1.433204153e+22,0.000000000e+00
22000,208.5775146,1.018002235e+24,2.729848267e+23,0.000000000e+00,6.779322065e+18,0.000000000e+00,1.216627623e+22,0.000000000e+00
23000,209.0732422,8.633083432e+23,2.315025128e+23,0.000000000e+00,5.749147840e+18,0.000000000e+00,1.031751031e+22,0.000000000e+00
24000,209.7538147,7.318506480e+23,1.962511632e+23,0.000000000e+00,4.873713383e+18,0.000000000e+00,8.746441962e+21,0.000000000e+00
25000,210.5242004,6.205380943e+23,1.664018813e+23,0.000000000e+00,4.132434738e+18,0.000000000e+00,7.416131550e+21,0.000000000e+00
26000,211.3103485,5.264610687e+23,1.411744276e+23,0.000000000e+00,3.505934387e+18,0.000000000e+00,6.291804525e+21,0.000000000e+00
27000,212.1629486,4.468119189e+23,1.198159172e+23,0.000000000e+00,2.975515959e+18,0.000000000e+00,5.339907382e+21,0.000000000e+00
28000,213.1773682,3.792144737e+23,1.016891629e+23,0.000000000e+00,2.525355008e+18,0.000000000e+00,4.532041548e+21,0.000000000e+00
29000,214.4529114,3.217467771e+23,8.627877271e+22,0.000000000e+00,2.142652394e+18,0.000000000e+00,3.845237257e+21,0.000000000e+00
30000,216.0948944,2.728380274e+23,7.316353399e+22,0.000000000e+00,1.816947775e+18,0.000000000e+00,3.260722661e+21,0.000000000e+00
31000,218.1945801,2.312156876e+23,6.200219548e+22,0.000000000e+00,1.539766391e+18,0.000000000e+00,2.763288542e+21,0.000000000e+00
32000,220.7080078,1.959265257e+23,5.253914638e+22,0.000000000e+00,1.304760487e+18,0.000000000e+00,2.341543325e+21,0.000000000e+00
33000,223.5335999,1.661285128e+23,4.454858970e+22,0.000000000e+00,1.106322484e+18,0.000000000e+00,1.985423436e+21,0.000000000e+00
34000,226.5607452,1.410463092e+23,3.782261228e+22,0.000000000e+00,9.392890754e+17,0.000000000e+00,1.685662719e+21,0.000000000e+00
35000,229.6671295,1.199791997e+23,3.217331041e+22,0.000000000e+00,7.989940030e+17,0.000000000e+00,1.433887012e+21,0.000000000e+00
36000,232.7339325,1.023023640e+23,2.743313445e+22,0.000000000e+00,6.812761650e+17,0.000000000e+00,1.222628783e+21,0.000000000e+00
37000,235.7583008,8.743010895e+22,2.344503034e+22,0.000000000e+00,5.822353187e+17,0.000000000e+00,1.044888523e+21,0.000000000e+00
38000,238.7959595,7.486913724e+22,2.007671162e+22,0.000000000e+00,4.985863294e+17,0.000000000e+00,8.947707407e+20,0.000000000e+00
39000,241.9089813,6.422244308e+22,1.722172332e+22,0.000000000e+00,4.276853529e+17,0.000000000e+00,7.675307516e+20,0.000000000e+00
40000,245.1659088,5.517009073e+22,1.479426848e+22,0.000000000e+00,3.674017761e+17,0.000000000e+00,6.593449295e+20,0.000000000e+00
41000,248.6215057,4.745556868e+22,1.272556138e+22,0.000000000e+00,3.160273701e+17,0.000000000e+00,5.671476601e+20,0.000000000e+00
42000,252.1443481,4.089677388e+22,1.096677175e+22,0.000000000e+00,2.723495112e+17,0.000000000e+00,4.887626493e+20,0.000000000e+00
43000,255.4848633,3.534234485e+22,9.477310880e+21,0.000000000e+00,2.353601190e+17,0.000000000e+00,4.223809278e+20,0.000000000e+00
44000,258.3671875,3.065294472e+22,8.219813540e+21,0.000000000e+00,2.041313603e+17,0.000000000e+00,3.663373248e+20,0.000000000e+00
