altitude,temp,N2,O2,O,He,H,Ar,N
467000,948.5748291,6.751853609e+11,8.092624896e+09,1.852488590e+13,7.392878264e+11,6.999941939e+10,1.659768000e+07,5.200577167e+11
468000,948.5750732,6.550850765e+11,7.818038272e+09,1.820863145e+13,7.361049395e+11,6.992387277e+10,1.589759700e+07,5.122595881e+11
469000,948.5752563,6.355904102e+11,7.552856064e+09,1.789799653e+13,7.329371259e+11,6.984840806e+10,1.522727800e+07,5.045793260e+11
470000,948.5755005,6.166817014e+11,7.296750080e+09,1.759267387e+13,7.297816330e+11,6.977303347e+10,1.458536100e+07,4.970170941e+11
471000,948.5756836,5.983402721e+11,7.049371136e+09,1.729263928e+13,7.266423931e+11,6.969773261e+10,1.397069100e+07,4.895700091e+11
472000,948.5758667,5.805486899e+11,6.810442752e+09,1.699786662e+13,7.235167846e+11,6.962265293e+10,1.338208000e+07,4.822363996e+11
473000,948.5760498,5.632926024e+11,6.579713024e+09,1.670819526e+13,7.204072980e+11,6.954777805e+10,1.281848600e+07,4.750153482e+11
474000,948.5762329,5.465536266e+11,6.356836864e+09,1.642360021e+13,7.173084283e+11,6.947285402e+10,1.227872300e+07,4.679042335e+11
475000,948.576416,5.303181312e+11,6.141591552e+09,1.614386635e+13,7.142269911e+11,6.939788902e+10,1.176186700e+07,4.609022034e+11
476000,948.5765991,5.145668157e+11,5.933691904e+09,1.586909335e+13,7.111574159e+11,6.932325990e+10,1.126691900e+07,4.540057846e+11
477000,948.5767822,4.992891617e+11,5.732873216e+09,1.559901066e+13,7.081037660e+11,6.924871270e+10,1.079288100e+07,4.472151081e+11
478000,948.5769653,4.844696699e+11,5.538925056e+09,1.533365281e+13,7.050632233e+11,6.917411635e+10,1.033898300e+07,4.405286011e+11
479000,948.5770874,4.700936274e+11,5.351589888e+09,1.507288249e+13,7.020384748e+11,6.909986406e+10,9.904271000e+06,4.339428884e+11
480000,948.5772705,4.561494016e+11,5.170629632e+09,1.481661580e+13,6.990253261e+11,6.902554624e+10,9.487944000e+06,4.274580029e+11
481000,948.5773926,4.426213949e+11,4.995845632e+09,1.456483165e+13,6.960263987e+11,6.895133491e+10,9.089239000e+06,4.210717164e+11
482000,948.5775757,4.294977454e+11,4.827015680e+09,1.431742005e+13,6.930417582e+11,6.887718093e+10,8.707404000e+06,4.147831439e+11
483000,948.5776978,4.167672791e+11,4.663936512e+09,1.407425092e+13,6.900711424e+11,6.880325632e+10,8.341690500e+06,4.085893366e+11
484000,948.5778198,4.044195103e+11,4.506426880e+09,1.383538502e+13,6.871133716e+11,6.872939725e+10,7.991489500e+06,4.024910807e+11
485000,948.5779419,3.924391035e+11,4.354261504e+09,1.360053411e+13,6.841694945e+11,6.865575526e+10,7.656047500e+06,3.964845752e+11
486000,948.578125,3.808179323e+11,4.207281920e+09,1.336978301e+13,6.812395110e+11,6.858192896e+10,7.334771000e+06,3.905699185e+11
487000,948.5782471,3.695437087e+11,4.065310464e+09,1.314306048e+13,6.783221105e+11,6.850831155e+10,7.027096500e+06,3.847450132e+11
488000,948.5783691,3.586067333e+11,3.928167424e+09,1.292024589e+13,6.754185380e+11,6.843490714e+10,6.732393500e+06,3.790084178e+11
489000,948.5784912,3.479960617e+11,3.795686656e+09,1.270131828e+13,6.725273518e+11,6.836157645e+10,6.450134500e+06,3.733595095e+11
490000,948.5785522,3.377026171e+11,3.667709440e+09,1.248611407e+13,6.696497971e+11,6.828820480e+10,6.179770000e+06,3.677961912e+11
491000,948.5786743,3.277167002e+11,3.544087552e+09,1.227466048e+13,6.667846287e+11,6.821503386e+10,5.920838500e+06,3.623171523e+11
492000,948.5787964,3.180285133e+11,3.424664832e+09,1.206684645e+13,6.639342060e+11,6.814207181e+10,5.672821000e+06,3.569217700e+11
493000,948.5789185,3.086297006e+11,3.309297920e+09,1.186265417e+13,6.610959729e+11,6.806906061e+10,5.435255500e+06,3.516080783e+11
494000,948.5789795,2.995109560e+11,3.197860352e+09,1.166197447e+13,6.582711747e+11,6.799626240e+10,5.207698000e+06,3.463747666e+11
495000,948.5791016,2.906643825e+11,3.090186752e+09,1.146474664e+13,6.554584351e+11,6.792353792e+10,4.989734500e+06,3.412213432e+11
496000,948.5791626,2.820817879e+11,2.986179072e+09,1.127090881e+13,6.526589338e+11,6.785088717e+10,4.780967000e+06,3.361459405e+11
497000,948.5792847,2.737547182e+11,2.885698560e+09,1.108044516e+13,6.498738504e+11,6.777818317e+10,4.580977000e+06,3.311465595e+11
498000,948.5793457,2.656760136e+11,2.788636928e+09,1.089329503e+13,6.470995149e+11,6.770582323e+10,4.389412000e+06,3.262240850e+11
499000,948.5794678,2.578376294e+11,2.694860544e+09,1.070931880e+13,6.443382211e+11,6.763341005e+10,4.205897000e+06,3.213759939e+11
500000,948.5795288,2.502329467e+11,2.604262656e+09,1.052853968e+13,6.415898378e+11,6.756120166e+10,4.030132500e+06,3.166011392e+11
501000,948.5795898,2.428548710e+11,2.516729344e+09,1.035082769e+13,6.388544963e+11,6.748894413e+10,3.861742500e+06,3.118984397e+11
502000,948.5797119,2.356961116e+11,2.432161536e+09,1.017620258e+13,6.361308201e+11,6.741688730e+10,3.700422500e+06,3.072667156e+11
503000,948.5797729,2.287505736e+11,2.350467072e+09,1.000461218e+13,6.334186783e+11,6.734491238e+10,3.545903750e+06,3.027056067e+11
504000,948.579834,2.220114084e+11,2.271542272e+09,9.836001698e+12,6.307205612e+11,6.727301530e+10,3.397881750e+06,2.982132777e+11
505000,948.579895,2.154728325e+11,2.195284736e+09,9.670244594e+12,6.280339128e+11,6.720132301e+10,3.256076500e+06,2.937893028e+11
506000,948.5799561,2.091284234e+11,2.121607168e+09,9.507329008e+12,6.253587333e+11,6.712957747e+10,3.120218750e+06,2.894320763e+11
507000,948.5800781,2.029727416e+11,2.050429696e+09,9.347240591e+12,6.226972508e+11,6.705803674e+10,2.990081000e+06,2.851405169e+11
508000,948.5801392,1.970001347e+11,1.981651712e+09,9.189895139e+12,6.200471716e+11,6.698656973e+10,2.865393000e+06,2.809137070e+11
509000,948.5802002,1.912047370e+11,1.915206272e+09,9.035278307e+12,6.174084301e+11,6.691518464e+10,2.745951750e+06,2.767516795e+11
510000,948.5802612,1.855816008e+11,1.850999424e+09,8.883308138e+12,6.147831235e+11,6.684399616e+10,2.631514250e+06,2.726512558e+11
